Time	MypongaWtp.Cl(t)	MypongaFws.Cl(t)	MypongaFws.Cl(t-17)	CactusCyn.Temp(t-13)	AldingaRd.Cl(t)	AldingaRd.Cl(t-1)	AldingaRd.Cl(t-3)	AldingaRd.Cl(t-24)	AldingaRd.Cl(t-27)	AldingaRd.Cl(t-47)	AldingaRd.Cl(t+24)
2003-02-11 08	2.6925	2.231666667	2.2025	21.68333333	0.946666667	0.9325	0.9425	0.960833333	0.995	0.855833333	1.045833333
2003-02-11 09	2.52	2.236666667	2.196666667	20.96666667	0.936666667	0.946666667	0.938333333	0.998333333	0.98	0.895833333	1.046666667
2003-02-11 10	0.6275	2.230833333	2.204166667	20.59166667	0.961666667	0.936666667	0.9325	0.989166667	0.959166667	0.94	1.0475
2003-02-11 11	2.5125	2.198333333	2.210833333	20.41666667	0.975	0.961666667	0.946666667	1.000833333	0.960833333	0.955	1.0575
2003-02-11 12	2.96	2.210833333	2.25	20.30833333	0.968333333	0.975	0.936666667	1	0.998333333	0.969166667	1.0725
2003-02-11 13	2.9275	2.13	2.2825	20.21666667	0.9625	0.968333333	0.961666667	1.0125	0.989166667	0.985	1.055
2003-02-11 14	2.385	2.1575	2.314166667	20.19166667	0.968333333	0.9625	0.975	1.011666667	1.000833333	0.998333333	1.071666667
2003-02-11 15	2.41	2.130833333	2.31	20.05	1.000833333	0.968333333	0.968333333	1.004166667	1	1.015	1.074166667
2003-02-11 16	2.415	2.149166667	2.306666667	19.79166667	1.020833333	1.000833333	0.9625	1.005	1.0125	1.026666667	1.065833333
2003-02-11 17	2.3925	2.165	2.275833333	19.68333333	1.024166667	1.020833333	0.968333333	1.02	1.011666667	1.036666667	1.085833333
2003-02-11 18	2.345	2.1775	2.2275	19.575	1.040833333	1.024166667	1.000833333	1.025	1.004166667	1.045833333	1.100833333
2003-02-11 19	2.3425	2.181666667	2.254166667	19.26666667	1.073333333	1.040833333	1.020833333	1.004166667	1.005	1.033333333	1.099166667
2003-02-11 20	2.3525	2.195	2.249166667	19.49166667	1.081666667	1.073333333	1.024166667	1.006666667	1.02	1.016666667	1.095
2003-02-11 21	2.3375	2.223333333	2.209166667	20.25833333	1.065	1.081666667	1.040833333	1.036666667	1.025	1.056666667	1.095833333
2003-02-11 22	2.425	2.245833333	2.215	21.01666667	1.0325	1.065	1.073333333	1.015833333	1.004166667	1.049166667	1.075833333
2003-02-11 23	2.3925	2.275	2.1875	21.8	1.0275	1.0325	1.081666667	1.010833333	1.006666667	1.028333333	1.044166667
2003-02-12 00	2.42	2.276666667	2.241666667	22.325	1.0375	1.0275	1.065	1	1.036666667	1.015833333	1.023333333
2003-02-12 01	2.395	2.29	2.231666667	23.00833333	1.018333333	1.0375	1.0325	0.984166667	1.015833333	1.011666667	0.980833333
2003-02-12 02	2.4125	2.296666667	2.236666667	23.6	1.015833333	1.018333333	1.0275	0.979166667	1.010833333	1.005	0.995833333
2003-02-12 03	2.39	2.254166667	2.230833333	24.075	1.008333333	1.015833333	1.0375	0.96	1	0.995833333	0.971666667
2003-02-12 04	2.385	2.228333333	2.198333333	24.38333333	0.9975	1.008333333	1.018333333	0.940833333	0.984166667	0.995	0.958333333
2003-02-12 05	2.3775	2.229166667	2.210833333	24.49166667	0.975833333	0.9975	1.015833333	0.9425	0.979166667	0.98	0.934166667
2003-02-12 06	2.365	2.181666667	2.13	24.33333333	0.980833333	0.975833333	1.008333333	0.938333333	0.96	0.959166667	0.915833333
2003-02-12 07	2.21	2.213333333	2.1575	23.775	1.03	0.980833333	0.9975	0.9325	0.940833333	0.960833333	0.900833333
2003-02-12 08	2.83	2.2125	2.130833333	22.825	1.045833333	1.03	0.975833333	0.946666667	0.9425	0.998333333	0.916666667
2003-02-12 09	2.94	2.233333333	2.149166667	21.80833333	1.046666667	1.045833333	0.980833333	0.936666667	0.938333333	0.989166667	0.9525
2003-02-12 10	3.075	2.211666667	2.165	21.29166667	1.0475	1.046666667	1.03	0.961666667	0.9325	1.000833333	0.989166667
2003-02-12 11	3.145	2.188333333	2.1775	20.91666667	1.0575	1.0475	1.045833333	0.975	0.946666667	1	1.001666667
2003-02-12 12	3.2225	2.18	2.181666667	20.75833333	1.0725	1.0575	1.046666667	0.968333333	0.936666667	1.0125	1.0175
2003-02-12 13	3.245	2.1525	2.195	20.7	1.055	1.0725	1.0475	0.9625	0.961666667	1.011666667	0.9975
2003-02-12 14	3.2175	2.179166667	2.223333333	20.79166667	1.071666667	1.055	1.0575	0.968333333	0.975	1.004166667	0.74
2003-02-12 15	3.245	2.216666667	2.245833333	20.74166667	1.074166667	1.071666667	1.0725	1.000833333	0.968333333	1.005	0.616666667
2003-02-12 16	3.3025	2.215	2.275	20.70833333	1.065833333	1.074166667	1.055	1.020833333	0.9625	1.02	0.608333333
2003-02-12 17	3.2675	2.2225	2.276666667	20.7	1.085833333	1.065833333	1.071666667	1.024166667	0.968333333	1.025	0.606666667
2003-02-12 18	3.36	2.219166667	2.29	20.66666667	1.100833333	1.085833333	1.074166667	1.040833333	1.000833333	1.004166667	0.6075
2003-02-12 19	3.2375	2.2225	2.296666667	20.63333333	1.099166667	1.100833333	1.065833333	1.073333333	1.020833333	1.006666667	0.600833333
2003-02-12 20	3.29	2.224166667	2.254166667	20.8	1.095	1.099166667	1.085833333	1.081666667	1.024166667	1.036666667	0.5675
2003-02-12 21	3.275	2.225	2.228333333	21.21666667	1.095833333	1.095	1.100833333	1.065	1.040833333	1.015833333	0.576666667
2003-02-12 22	3.2825	2.231666667	2.229166667	21.975	1.075833333	1.095833333	1.099166667	1.0325	1.073333333	1.010833333	0.579166667
2003-02-12 23	3.325	2.231666667	2.181666667	22.7	1.044166667	1.075833333	1.095	1.0275	1.081666667	1	0.5725
2003-02-13 00	3.3	2.225	2.213333333	22.99166667	1.023333333	1.044166667	1.095833333	1.0375	1.065	0.984166667	0.568333333
2003-02-13 01	3.3575	2.163333333	2.2125	23.20833333	0.980833333	1.023333333	1.075833333	1.018333333	1.0325	0.979166667	0.563333333
2003-02-13 02	3.3	2.200833333	2.233333333	23.325	0.995833333	0.980833333	1.044166667	1.015833333	1.0275	0.96	0.56
2003-02-13 03	3.3275	2.168333333	2.211666667	23.49166667	0.971666667	0.995833333	1.023333333	1.008333333	1.0375	0.940833333	0.541666667
2003-02-13 04	3.335	2.168333333	2.188333333	23.81666667	0.958333333	0.971666667	0.980833333	0.9975	1.018333333	0.9425	0.535
2003-02-13 05	3.3	2.159166667	2.18	23.93333333	0.934166667	0.958333333	0.995833333	0.975833333	1.015833333	0.938333333	0.528333333
2003-02-13 06	3.34	2.0425	2.1525	24.075	0.915833333	0.934166667	0.971666667	0.980833333	1.008333333	0.9325	0.528333333
2003-02-13 07	3.2675	1.969166667	2.179166667	23.925	0.900833333	0.915833333	0.958333333	1.03	0.9975	0.946666667	0.534166667
2003-02-13 08	3.385	2.031666667	2.216666667	23.125	0.916666667	0.900833333	0.934166667	1.045833333	0.975833333	0.936666667	0.538333333
2003-02-13 09	3.645	2.089166667	2.215	22.38333333	0.9525	0.916666667	0.915833333	1.046666667	0.980833333	0.961666667	0.561666667
2003-02-13 10	3.4075	2.1525	2.2225	21.86666667	0.989166667	0.9525	0.900833333	1.0475	1.03	0.975	0.5675
2003-02-13 11	3.3225	2.178333333	2.219166667	21.60833333	1.001666667	0.989166667	0.916666667	1.0575	1.045833333	0.968333333	0.553333333
2003-02-13 12	3.375	2.0125	2.2225	21.35833333	1.0175	1.001666667	0.9525	1.0725	1.046666667	0.9625	0.54
2003-02-13 13	3.1825	1.921666667	2.224166667	21.23333333	0.9975	1.0175	0.989166667	1.055	1.0475	0.968333333	0.549166667
2003-02-13 14	3.3975	1.958333333	2.225	21.18333333	0.74	0.9975	1.001666667	1.071666667	1.0575	1.000833333	0.581666667
2003-02-13 15	3.295	2.035	2.231666667	21.1	0.616666667	0.74	1.0175	1.074166667	1.0725	1.020833333	0.590833333
2003-02-13 16	3.345	2.041666667	2.231666667	20.81666667	0.608333333	0.616666667	0.9975	1.065833333	1.055	1.024166667	0.585
2003-02-13 17	3.3325	2.0425	2.225	20.73333333	0.606666667	0.608333333	0.74	1.085833333	1.071666667	1.040833333	0.594166667
2003-02-13 18	3.3475	2.041666667	2.163333333	20.725	0.6075	0.606666667	0.616666667	1.100833333	1.074166667	1.073333333	0.6
2003-02-13 19	3.2225	2.015	2.200833333	20.64166667	0.600833333	0.6075	0.608333333	1.099166667	1.065833333	1.081666667	0.61
2003-02-13 20	3.2675	2.008333333	2.168333333	20.70833333	0.5675	0.600833333	0.606666667	1.095	1.085833333	1.065	0.620833333
2003-02-13 21	3.2075	1.998333333	2.168333333	20.99166667	0.576666667	0.5675	0.6075	1.095833333	1.100833333	1.0325	0.615
2003-02-13 22	3.22	2.0275	2.159166667	21.54166667	0.579166667	0.576666667	0.600833333	1.075833333	1.099166667	1.0275	0.599166667
2003-02-13 23	3.2875	2.018333333	2.0425	22.09166667	0.5725	0.579166667	0.5675	1.044166667	1.095	1.0375	0.584166667
2003-02-14 00	3.2275	2.0225	1.969166667	22.60833333	0.568333333	0.5725	0.576666667	1.023333333	1.095833333	1.018333333	0.576666667
2003-02-14 01	3.2625	2.023333333	2.031666667	23.26666667	0.563333333	0.568333333	0.579166667	0.980833333	1.075833333	1.015833333	0.575833333
2003-02-14 02	3.2825	1.986666667	2.089166667	24.1	0.56	0.563333333	0.5725	0.995833333	1.044166667	1.008333333	0.579166667
2003-02-14 03	3.2825	2.005833333	2.1525	23.95833333	0.541666667	0.56	0.568333333	0.971666667	1.023333333	0.9975	0.579166667
2003-02-14 04	3.25	1.995	2.178333333	24.13333333	0.535	0.541666667	0.563333333	0.958333333	0.980833333	0.975833333	0.579166667
2003-02-14 05	3.2675	1.983333333	2.0125	24.10833333	0.528333333	0.535	0.56	0.934166667	0.995833333	0.980833333	0.575
2003-02-14 06	3.2375	2.003333333	1.921666667	23.81666667	0.528333333	0.528333333	0.541666667	0.915833333	0.971666667	1.03	0.561666667
2003-02-14 07	3.3975	2.016666667	1.958333333	23.25833333	0.534166667	0.528333333	0.535	0.900833333	0.958333333	1.045833333	0.555833333
2003-02-14 08	3.53	1.980833333	2.035	22.36666667	0.538333333	0.534166667	0.528333333	0.916666667	0.934166667	1.046666667	0.561666667
2003-02-14 09	3.26	2.008333333	2.041666667	21.70833333	0.561666667	0.538333333	0.528333333	0.9525	0.915833333	1.0475	0.565
2003-02-14 10	3.38	1.979166667	2.0425	21.24166667	0.5675	0.561666667	0.534166667	0.989166667	0.900833333	1.0575	0.5625
2003-02-14 11	3.32	1.973333333	2.041666667	20.76666667	0.553333333	0.5675	0.538333333	1.001666667	0.916666667	1.0725	0.5575
2003-02-14 12	3.2425	1.985833333	2.015	20.45833333	0.54	0.553333333	0.561666667	1.0175	0.9525	1.055	0.55
2003-02-14 13	3.29	1.965	2.008333333	20.49166667	0.549166667	0.54	0.5675	0.9975	0.989166667	1.071666667	0.55
2003-02-14 14	3.4575	1.956666667	1.998333333	20.44166667	0.581666667	0.549166667	0.553333333	0.74	1.001666667	1.074166667	0.548333333
2003-02-14 15	3.245	1.969166667	2.0275	20.35	0.590833333	0.581666667	0.54	0.616666667	1.0175	1.065833333	0.5475
2003-02-14 16	3.3275	1.965	2.018333333	20.29166667	0.585	0.590833333	0.549166667	0.608333333	0.9975	1.085833333	0.5375
2003-02-14 17	3.235	1.9775	2.0225	20.125	0.594166667	0.585	0.581666667	0.606666667	0.74	1.100833333	0.5275
2003-02-14 18	3.22	1.993333333	2.023333333	19.95833333	0.6	0.594166667	0.590833333	0.6075	0.616666667	1.099166667	0.5175
2003-02-14 19	3.2075	2.01	1.986666667	19.94166667	0.61	0.6	0.585	0.600833333	0.608333333	1.095	0.521666667
2003-02-14 20	3.19	2.019166667	2.005833333	20.2	0.620833333	0.61	0.594166667	0.5675	0.606666667	1.095833333	0.521666667
2003-02-14 21	3.2375	2.026666667	1.995	20.76666667	0.615	0.620833333	0.6	0.576666667	0.6075	1.075833333	0.525
2003-02-14 22	3.1975	2.03	1.983333333	21.675	0.599166667	0.615	0.61	0.579166667	0.600833333	1.044166667	0.521666667
2003-02-14 23	3.235	2.0275	2.003333333	22.5	0.584166667	0.599166667	0.620833333	0.5725	0.5675	1.023333333	0.514166667
2003-02-15 00	3.3	1.996666667	2.016666667	23.18333333	0.576666667	0.584166667	0.615	0.568333333	0.576666667	0.980833333	0.511666667
2003-02-15 01	3.2875	1.995	1.980833333	23.9	0.575833333	0.576666667	0.599166667	0.563333333	0.579166667	0.995833333	0.508333333
2003-02-15 02	3.3075	1.998333333	2.008333333	24.33333333	0.579166667	0.575833333	0.584166667	0.56	0.5725	0.971666667	0.5
2003-02-15 03	3.265	1.99	1.979166667	24.65833333	0.579166667	0.579166667	0.576666667	0.541666667	0.568333333	0.958333333	0.488333333
2003-02-15 04	3.3325	1.994166667	1.973333333	24.89166667	0.579166667	0.579166667	0.575833333	0.535	0.563333333	0.934166667	0.485833333
2003-02-15 05	3.2825	1.984166667	1.985833333	24.975	0.575	0.579166667	0.579166667	0.528333333	0.56	0.915833333	0.47
2003-02-15 06	3.3525	1.964166667	1.965	24.75833333	0.561666667	0.575	0.579166667	0.528333333	0.541666667	0.900833333	0.46
2003-02-15 07	3.46	1.9625	1.956666667	24.19166667	0.555833333	0.561666667	0.579166667	0.534166667	0.535	0.916666667	0.46
2003-02-15 08	3.3125	1.924166667	1.969166667	23.18333333	0.561666667	0.555833333	0.575	0.538333333	0.528333333	0.9525	0.458333333
2003-02-15 09	3.2775	1.9325	1.965	22.38333333	0.565	0.561666667	0.561666667	0.561666667	0.528333333	0.989166667	0.455
2003-02-15 10	3.325	1.919166667	1.9775	21.96666667	0.5625	0.565	0.555833333	0.5675	0.534166667	1.001666667	0.451666667
2003-02-15 11	3.5725	1.9125	1.993333333	21.68333333	0.5575	0.5625	0.561666667	0.553333333	0.538333333	1.0175	0.454166667
2003-02-15 12	3.34	1.929166667	2.01	21.49166667	0.55	0.5575	0.565	0.54	0.561666667	0.9975	0.459166667
2003-02-15 13	3.325	1.896666667	2.019166667	21.4	0.55	0.55	0.5625	0.549166667	0.5675	0.74	0.46
2003-02-15 14	3.215	1.854166667	2.026666667	21.44166667	0.548333333	0.55	0.5575	0.581666667	0.553333333	0.616666667	0.458333333
2003-02-15 15	3.255	1.913333333	2.03	21.38333333	0.5475	0.548333333	0.55	0.590833333	0.54	0.608333333	0.455833333
2003-02-15 16	3.195	1.8975	2.0275	21.40833333	0.5375	0.5475	0.55	0.585	0.549166667	0.606666667	0.4475
2003-02-15 17	3.26	1.894166667	1.996666667	21.45	0.5275	0.5375	0.548333333	0.594166667	0.581666667	0.6075	0.4325
2003-02-15 18	3.18	1.918333333	1.995	21.4	0.5175	0.5275	0.5475	0.6	0.590833333	0.600833333	0.4225
2003-02-15 19	3.2925	1.926666667	1.998333333	21.49166667	0.521666667	0.5175	0.5375	0.61	0.585	0.5675	0.389166667
2003-02-15 20	3.2275	1.923333333	1.99	21.66666667	0.521666667	0.521666667	0.5275	0.620833333	0.594166667	0.576666667	0.403333333
2003-02-15 21	3.2725	1.9425	1.994166667	21.90833333	0.525	0.521666667	0.5175	0.615	0.6	0.579166667	0.403333333
2003-02-15 22	3.2225	1.9225	1.984166667	22.1	0.521666667	0.525	0.521666667	0.599166667	0.61	0.5725	0.4
2003-02-15 23	3.25375	1.875833333	1.964166667	22.23333333	0.514166667	0.521666667	0.521666667	0.584166667	0.620833333	0.568333333	0.4
2003-02-16 00	3.275	1.916666667	1.9625	22.28333333	0.511666667	0.514166667	0.525	0.576666667	0.615	0.563333333	0.403333333
2003-02-16 01	3.4575	1.949166667	1.924166667	22.55833333	0.508333333	0.511666667	0.521666667	0.575833333	0.599166667	0.56	0.404166667
2003-02-16 02	3.2975	1.915	1.9325	22.29166667	0.5	0.508333333	0.514166667	0.579166667	0.584166667	0.541666667	0.400833333
2003-02-16 03	3.2725	1.9325	1.919166667	22.00833333	0.488333333	0.5	0.511666667	0.579166667	0.576666667	0.535	0.400833333
2003-02-16 04	3.325	1.918333333	1.9125	22	0.485833333	0.488333333	0.508333333	0.579166667	0.575833333	0.528333333	0.393333333
2003-02-16 05	3.2575	1.913333333	1.929166667	21.88333333	0.47	0.485833333	0.5	0.575	0.579166667	0.528333333	0.385833333
2003-02-16 06	3.3025	1.923333333	1.896666667	21.80833333	0.46	0.47	0.488333333	0.561666667	0.579166667	0.534166667	0.380833333
2003-02-16 07	3.2725	1.92	1.854166667	21.80833333	0.46	0.46	0.485833333	0.555833333	0.579166667	0.538333333	0.389166667
2003-02-16 08	3.345	1.905833333	1.913333333	21.7	0.458333333	0.46	0.47	0.561666667	0.575	0.561666667	0.39
2003-02-16 09	3.2725	1.899166667	1.8975	21.7	0.455	0.458333333	0.46	0.565	0.561666667	0.5675	0.39
2003-02-16 10	3.295	1.85	1.894166667	21.64166667	0.451666667	0.455	0.46	0.5625	0.555833333	0.553333333	0.3925
2003-02-16 11	3.235	1.859166667	1.918333333	21.6	0.454166667	0.451666667	0.458333333	0.5575	0.561666667	0.54	0.396666667
2003-02-16 12	3.2575	1.86	1.926666667	21.55	0.459166667	0.454166667	0.455	0.55	0.565	0.549166667	0.401666667
2003-02-16 13	3.24	1.7875	1.923333333	21.39166667	0.46	0.459166667	0.451666667	0.55	0.5625	0.581666667	0.395
2003-02-16 14	3.21	1.729166667	1.9425	21.30833333	0.458333333	0.46	0.454166667	0.548333333	0.5575	0.590833333	0.39
2003-02-16 15	3.305	1.656666667	1.9225	20.84166667	0.455833333	0.458333333	0.459166667	0.5475	0.55	0.585	0.390833333
2003-02-16 16	3.1825	1.611666667	1.875833333	20.75	0.4475	0.455833333	0.46	0.5375	0.55	0.594166667	0.386666667
2003-02-16 17	3.2025	1.626666667	1.916666667	20.60833333	0.4325	0.4475	0.458333333	0.5275	0.548333333	0.6	0.373333333
2003-02-16 18	3.145	1.595	1.949166667	20.325	0.4225	0.4325	0.455833333	0.5175	0.5475	0.61	0.3625
2003-02-16 19	3.1625	1.573333333	1.915	20.15833333	0.389166667	0.4225	0.4475	0.521666667	0.5375	0.620833333	0.365
2003-02-16 20	3.16	1.6425	1.9325	20.45833333	0.403333333	0.389166667	0.4325	0.521666667	0.5275	0.615	0.368333333
2003-02-16 21	3.2525	1.825833333	1.918333333	20.75	0.403333333	0.403333333	0.4225	0.525	0.5175	0.599166667	0.37
2003-02-16 22	3.265	1.83	1.913333333	20.85833333	0.4	0.403333333	0.389166667	0.521666667	0.521666667	0.584166667	0.365
2003-02-16 23	3.2525	1.854166667	1.923333333	21.08333333	0.4	0.4	0.403333333	0.514166667	0.521666667	0.576666667	0.36
2003-02-17 00	3.15	1.801666667	1.92	21.7	0.403333333	0.4	0.403333333	0.511666667	0.525	0.575833333	0.355
2003-02-17 01	3.21	1.790833333	1.905833333	22.3	0.404166667	0.403333333	0.4	0.508333333	0.521666667	0.579166667	0.343333333
2003-02-17 02	3.165	1.855	1.899166667	22.825	0.400833333	0.404166667	0.4	0.5	0.514166667	0.579166667	0.338333333
2003-02-17 03	3.2025	1.853333333	1.85	23.25833333	0.400833333	0.400833333	0.403333333	0.488333333	0.511666667	0.579166667	0.331666667
2003-02-17 04	3.2175	1.819166667	1.859166667	23.63333333	0.393333333	0.400833333	0.404166667	0.485833333	0.508333333	0.575	0.326666667
2003-02-17 05	3.2725	1.799166667	1.86	23.73333333	0.385833333	0.393333333	0.400833333	0.47	0.5	0.561666667	0.320833333
2003-02-17 06	3.1925	1.683333333	1.7875	22.775	0.380833333	0.385833333	0.400833333	0.46	0.488333333	0.555833333	0.3275
2003-02-17 07	3.1775	1.654166667	1.729166667	22.35833333	0.389166667	0.380833333	0.393333333	0.46	0.485833333	0.561666667	0.344166667
2003-02-17 08	3.1825	1.591666667	1.656666667	21.75833333	0.39	0.389166667	0.385833333	0.458333333	0.47	0.565	0.36
2003-02-17 09	3.185	1.5425	1.611666667	21.25833333	0.39	0.39	0.380833333	0.455	0.46	0.5625	0.363333333
2003-02-17 10	3.1625	1.503333333	1.626666667	20.76666667	0.3925	0.39	0.389166667	0.451666667	0.46	0.5575	0.365
2003-02-17 11	3.0625	1.550833333	1.595	20.325	0.396666667	0.3925	0.39	0.454166667	0.458333333	0.55	0.37
2003-02-17 12	3.0425	1.641666667	1.573333333	20.20833333	0.401666667	0.396666667	0.39	0.459166667	0.455	0.55	0.370833333
2003-02-17 13	3.095	1.6625	1.6425	20.1	0.395	0.401666667	0.3925	0.46	0.451666667	0.548333333	0.37
2003-02-17 14	3.1025	1.823333333	1.825833333	20.01666667	0.39	0.395	0.396666667	0.458333333	0.454166667	0.5475	0.371666667
2003-02-17 15	3.1325	1.8575	1.83	19.85833333	0.390833333	0.39	0.401666667	0.455833333	0.459166667	0.5375	0.396666667
2003-02-17 16	3.005	1.835	1.854166667	19.64166667	0.386666667	0.390833333	0.395	0.4475	0.46	0.5275	0.400833333
2003-02-17 17	3.1375	1.829166667	1.801666667	19.38333333	0.373333333	0.386666667	0.39	0.4325	0.458333333	0.5175	0.3975
2003-02-17 18	3.05	1.908333333	1.790833333	19.19166667	0.3625	0.373333333	0.390833333	0.4225	0.455833333	0.521666667	0.424166667
2003-02-17 19	3.03	1.966666667	1.855	18.96666667	0.365	0.3625	0.386666667	0.389166667	0.4475	0.521666667	0.423333333
2003-02-17 20	2.9775	1.973333333	1.853333333	18.74166667	0.368333333	0.365	0.373333333	0.403333333	0.4325	0.525	0.403333333
2003-02-17 21	2.99	1.97	1.819166667	18.775	0.37	0.368333333	0.3625	0.403333333	0.4225	0.521666667	0.379166667
2003-02-17 22	2.8975	1.961666667	1.799166667	19.475	0.365	0.37	0.365	0.4	0.389166667	0.514166667	0.379166667
2003-02-17 23	2.94	1.975833333	1.683333333	20.525	0.36	0.365	0.368333333	0.4	0.403333333	0.511666667	0.378333333
2003-02-18 00	2.8925	1.995	1.654166667	21.23333333	0.355	0.36	0.37	0.403333333	0.403333333	0.508333333	0.38
2003-02-18 01	2.9975	1.985833333	1.591666667	21.8	0.343333333	0.355	0.365	0.404166667	0.4	0.5	0.379166667
2003-02-18 02	3.24	1.964166667	1.5425	22.21666667	0.338333333	0.343333333	0.36	0.400833333	0.4	0.488333333	0.3775
2003-02-18 03	3.005	1.998333333	1.503333333	22.28333333	0.331666667	0.338333333	0.355	0.400833333	0.403333333	0.485833333	0.375833333
2003-02-18 04	2.96	1.989166667	1.550833333	22.60833333	0.326666667	0.331666667	0.343333333	0.393333333	0.404166667	0.47	0.3675
2003-02-18 05	2.9675	1.919166667	1.641666667	22.1	0.320833333	0.326666667	0.338333333	0.385833333	0.400833333	0.46	0.365833333
2003-02-18 06	2.9025	1.8325	1.6625	21.60833333	0.3275	0.320833333	0.331666667	0.380833333	0.400833333	0.46	0.371666667
2003-02-18 07	3.12	1.795	1.823333333	21.29166667	0.344166667	0.3275	0.326666667	0.389166667	0.393333333	0.458333333	0.391666667
2003-02-18 08	3.35	1.729166667	1.8575	20.91666667	0.36	0.344166667	0.320833333	0.39	0.385833333	0.455	0.41
2003-02-18 09	3.205	1.659166667	1.835	20.58333333	0.363333333	0.36	0.3275	0.39	0.380833333	0.451666667	0.415833333
2003-02-18 10	3.3525	1.621666667	1.829166667	20.40833333	0.365	0.363333333	0.344166667	0.3925	0.389166667	0.454166667	0.4325
2003-02-18 11	3.245	1.588333333	1.908333333	20.15833333	0.37	0.365	0.36	0.396666667	0.39	0.459166667	0.48
2003-02-18 12	3.3575	1.550833333	1.966666667	19.83333333	0.370833333	0.37	0.363333333	0.401666667	0.39	0.46	0.499166667
2003-02-18 13	3.2875	1.660833333	1.973333333	19.7	0.37	0.370833333	0.365	0.395	0.3925	0.458333333	0.509166667
